Idade,Atrito,Viagem_negócios,Departamento,Distância_casa,Educação,Campo_educação,ID_funcionário,Stisfação_ambiente,Genero,Envolvimento_trabalho,Nível_trabalho,Função,Satisfação_trabalho,Status_civil,Salário,Qtd_empresas_trabalhadas,Hora_extra,Porcentacem_aumento_salário,Desempenho,Satisfação_relação,Qtd_opções_ações,Anos_trabalhando,Qtd_treinamentos,Equilibro_trabalho_pessoal,Anos_companhia,Anos_mesmo_cargo,Anos_pós_promoção,Anos_mesmo_gestor
40,Não,Não,Pesquisa & Desenvolvimento,8,2,Ciências da vida,1552,4,M,3,2,Representante de saúde,4,Divorciado,4069,3,Sim,18,3,3,0,8,2,3,2,2,2,2
45,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Curso técnico,1553,1,M,3,3,Representante de saúde,2,Divorciado,7441,1,Não,12,3,1,3,10,4,3,10,8,7,7
35,Não,Raramente,Vendas,28,4,Ciências da vida,1554,2,F,2,1,Representante de vendas,3,Casado,2430,0,Não,23,4,1,2,6,5,3,5,3,4,2
32,Não,Raramente,Pesquisa & Desenvolvimento,5,2,Ciências da vida,1555,4,F,2,2,Pesquisador,2,Casado,5878,3,Não,12,3,1,1,12,2,3,7,1,2,5
36,Não,Raramente,Vendas,2,4,Ciências da vida,1556,3,M,3,1,Representante de vendas,4,Solteiro,2644,3,Sim,21,4,4,0,7,3,2,3,2,1,2
48,Não,Raramente,Vendas,16,4,Ciências da vida,1557,3,F,3,2,Executivo de vendas,3,Divorciado,6439,8,Não,14,3,3,1,18,2,3,8,7,7,7
29,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Ciências da vida,1558,3,M,4,1,Pesquisador,3,Casado,2451,6,Não,18,3,1,2,5,2,2,1,0,0,0
33,Não,Raramente,Vendas,8,4,Ciências da vida,1560,1,M,3,2,Executivo de vendas,1,Casado,6392,2,Não,13,3,4,1,8,6,1,2,2,2,2
30,Sim,Raramente,Vendas,1,3,Ciências da vida,1562,2,M,2,2,Executivo de vendas,1,Casado,9714,1,Não,11,3,4,1,10,4,3,10,8,6,7
38,Não,Frequentemente,Recursos humanos,10,4,Recursos humanos,1563,3,M,3,2,Recursos humanos,3,Casado,6077,3,Não,11,3,3,0,10,2,3,6,3,1,2
35,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Medicina,1564,4,M,2,1,Técnico de laboratório,1,Solteiro,2450,1,Não,19,3,2,0,3,3,3,3,0,1,2
30,Não,Raramente,Vendas,29,4,Curso técnico,1568,3,M,3,3,Executivo de vendas,2,Casado,9250,3,Não,12,3,2,1,9,3,3,4,2,1,3
35,Sim,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1569,1,F,3,1,Técnico de laboratório,1,Divorciado,2074,1,Sim,12,3,4,1,1,2,3,1,0,0,0
53,Sim,Raramente,Pesquisa & Desenvolvimento,2,5,Curso técnico,1572,3,F,2,3,Diretor de manufatura,4,Casado,10169,0,Não,16,3,2,1,34,4,3,33,7,1,9
38,Sim,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,1573,3,M,3,2,Diretor de manufatura,2,Casado,4855,4,Não,11,3,1,2,7,2,3,5,2,1,4
32,Não,Não,Pesquisa & Desenvolvimento,1,4,Curso técnico,1574,4,M,3,2,Pesquisador,1,Casado,4087,4,Não,14,3,2,1,9,3,2,6,5,1,2
48,Não,Raramente,Pesquisa & Desenvolvimento,15,4,Outro,1576,3,F,3,1,Pesquisador,1,Casado,2367,8,Não,12,3,4,1,10,3,2,8,2,7,6
34,Não,Raramente,Pesquisa & Desenvolvimento,7,4,Medicina,1577,1,M,3,1,Pesquisador,4,Solteiro,2972,1,Não,13,3,3,0,1,4,1,1,0,0,0
55,Não,Raramente,Vendas,26,5,Marketing,1578,3,M,2,5,Gerente,4,Casado,19586,1,Não,21,4,3,1,36,3,3,36,6,2,13
34,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Ciências da vida,1580,2,M,3,2,Pesquisador,4,Casado,5484,9,Não,17,3,2,1,9,3,2,2,2,2,1
26,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,1581,1,F,3,1,Pesquisador,4,Casado,2061,1,Não,21,4,1,0,1,5,3,1,0,0,0
38,Não,Raramente,Vendas,14,3,Ciências da vida,1582,3,M,3,2,Executivo de vendas,2,Casado,9924,0,Não,11,3,4,1,10,3,3,9,8,7,7
38,Não,Raramente,Vendas,16,3,Ciências da vida,1583,2,F,3,2,Executivo de vendas,2,Solteiro,4198,2,Não,12,3,2,0,8,5,4,3,2,1,2
36,Não,Raramente,Vendas,1,4,Ciências da vida,1585,2,F,3,2,Executivo de vendas,3,Solteiro,6815,6,Não,13,3,1,0,15,5,3,1,0,0,0
29,Não,Raramente,Pesquisa & Desenvolvimento,3,1,Medicina,1586,2,M,3,1,Técnico de laboratório,1,Solteiro,4723,1,Sim,18,3,4,0,10,3,3,10,9,1,5
35,Não,Raramente,Pesquisa & Desenvolvimento,10,4,Medicina,1587,1,F,3,2,Representante de saúde,3,Solteiro,6142,3,Sim,16,3,3,0,10,4,3,5,2,0,4
39,Não,Raramente,Vendas,6,3,Medicina,1588,4,M,4,3,Executivo de vendas,3,Casado,8237,2,Não,11,3,1,1,11,3,3,7,6,7,6
29,Não,Frequentemente,Pesquisa & Desenvolvimento,2,1,Ciências da vida,1590,1,M,3,2,Representante de saúde,4,Divorciado,8853,1,Não,19,3,4,1,6,0,4,6,4,1,3
50,Não,Raramente,Vendas,9,3,Marketing,1591,3,M,3,5,Gerente,3,Casado,19331,4,Sim,16,3,3,1,27,2,3,1,0,0,0
23,Não,Raramente,Pesquisa & Desenvolvimento,10,3,Curso técnico,1592,4,M,4,1,Pesquisador,3,Casado,2073,2,Não,16,3,4,1,4,2,3,2,2,2,2
36,Não,Frequentemente,Pesquisa & Desenvolvimento,6,4,Ciências da vida,1594,1,M,4,2,Técnico de laboratório,1,Casado,5562,3,Sim,13,3,4,1,9,3,3,3,2,0,2
42,Não,Raramente,Pesquisa & Desenvolvimento,9,2,Outro,1595,4,M,2,5,Gerente,4,Solteiro,19613,8,Não,22,4,4,0,24,2,3,1,0,0,1
35,Não,Raramente,Pesquisa & Desenvolvimento,28,3,Ciências da vida,1596,2,M,4,2,Técnico de laboratório,3,Casado,3407,1,Não,17,3,4,2,10,3,2,10,9,6,8
34,Não,Frequentemente,Pesquisa & Desenvolvimento,10,4,Curso técnico,1597,4,M,2,2,Representante de saúde,3,Casado,5063,1,Não,14,3,2,1,8,3,2,8,2,7,7
40,Não,Raramente,Vendas,14,2,Ciências da vida,1598,4,F,3,2,Executivo de vendas,1,Casado,4639,1,Não,15,3,3,1,5,2,3,5,4,1,2
43,Não,Raramente,Pesquisa & Desenvolvimento,27,3,Curso técnico,1599,4,M,4,1,Técnico de laboratório,2,Divorciado,4876,5,Não,12,3,3,1,8,0,3,6,4,0,2
35,Não,Raramente,Pesquisa & Desenvolvimento,7,2,Ciências da vida,1601,3,M,2,1,Técnico de laboratório,4,Casado,2690,1,Não,18,3,4,1,1,5,2,1,0,0,1
46,Não,Raramente,Vendas,1,4,Ciências da vida,1602,4,M,4,4,Gerente,1,Solteiro,17567,1,Não,15,3,2,0,27,5,1,26,0,0,12
28,Sim,Raramente,Pesquisa & Desenvolvimento,24,3,Medicina,1604,3,M,3,1,Técnico de laboratório,2,Casado,2408,1,Sim,17,3,3,3,1,3,3,1,1,0,0
22,Não,Não,Pesquisa & Desenvolvimento,26,2,Outro,1605,2,F,2,1,Pesquisador,3,Casado,2814,1,Sim,14,3,2,0,4,2,2,4,2,1,3
50,Não,Frequentemente,Pesquisa & Desenvolvimento,20,5,Medicina,1606,2,M,3,4,Representante de saúde,3,Casado,11245,2,Sim,15,3,3,1,32,3,3,30,8,12,13
32,Não,Raramente,Pesquisa & Desenvolvimento,5,4,Outro,1607,2,F,4,1,Pesquisador,4,Casado,3312,3,Não,17,3,4,2,6,3,3,3,2,0,2
44,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Medicina,1608,2,F,3,5,Diretor de pesquisa,4,Divorciado,19049,0,Sim,14,3,4,1,23,4,2,22,7,1,10
30,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Medicina,1609,2,M,2,1,Pesquisador,2,Casado,2141,1,Não,12,3,2,1,6,3,2,6,4,1,1
45,Não,Raramente,Pesquisa & Desenvolvimento,5,5,Medicina,1611,3,F,1,2,Técnico de laboratório,1,Solteiro,5769,1,Sim,14,3,1,0,10,3,3,10,7,1,4
45,Não,Não,Vendas,26,3,Marketing,1612,1,M,2,2,Executivo de vendas,1,Casado,4385,1,Não,15,3,1,1,10,2,3,10,7,4,5
31,Não,Frequentemente,Vendas,2,4,Outro,1613,4,M,3,2,Executivo de vendas,1,Solteiro,5332,7,Não,13,3,4,0,10,3,3,5,2,0,3
36,Não,Raramente,Pesquisa & Desenvolvimento,12,4,Ciências da vida,1614,3,F,3,2,Diretor de manufatura,3,Casado,4663,9,Sim,12,3,2,2,7,2,3,3,2,1,1
34,Não,Frequentemente,Pesquisa & Desenvolvimento,10,4,Ciências da vida,1615,3,M,4,2,Diretor de manufatura,4,Divorciado,4724,1,Não,13,3,1,1,9,3,3,9,7,7,2
49,Não,Raramente,Pesquisa & Desenvolvimento,25,4,Ciências da vida,1617,3,F,3,1,Técnico de laboratório,1,Casado,3211,1,Não,14,3,4,1,10,3,2,9,6,1,4
39,Não,Raramente,Pesquisa & Desenvolvimento,10,5,Medicina,1618,2,M,3,2,Diretor de manufatura,1,Casado,5377,2,Não,13,3,4,3,10,3,3,7,7,7,7
27,Não,Raramente,Pesquisa & Desenvolvimento,19,3,Outro,1619,4,M,2,1,Técnico de laboratório,1,Divorciado,4066,1,Não,11,3,1,2,7,3,3,7,7,0,7
35,Não,Raramente,Pesquisa & Desenvolvimento,18,5,Ciências da vida,1621,2,M,4,2,Pesquisador,1,Casado,5208,1,Não,11,3,4,0,16,2,3,16,15,1,10
28,Não,Raramente,Pesquisa & Desenvolvimento,27,3,Medicina,1622,2,F,1,2,Diretor de manufatura,1,Divorciado,4877,0,Não,21,4,2,1,6,5,2,5,3,0,0
21,Não,Raramente,Pesquisa & Desenvolvimento,5,1,Medicina,1623,3,M,3,1,Pesquisador,4,Solteiro,3117,1,Não,18,3,3,0,3,2,3,2,2,2,2
18,Sim,Frequentemente,Vendas,3,2,Medicina,1624,2,F,3,1,Representante de vendas,4,Solteiro,1569,1,Sim,12,3,3,0,0,2,4,0,0,0,0
47,Não,Raramente,Recursos humanos,26,4,Ciências da vida,1625,4,F,3,5,Gerente,3,Casado,19658,3,Não,11,3,3,1,27,2,3,5,2,1,0
39,Não,Raramente,Pesquisa & Desenvolvimento,3,2,Medicina,1627,3,M,2,2,Técnico de laboratório,3,Divorciado,3069,0,Não,15,3,4,1,11,3,3,10,8,0,7
40,Não,Raramente,Pesquisa & Desenvolvimento,15,3,Ciências da vida,1628,1,F,2,3,Diretor de manufatura,3,Casado,10435,1,Não,13,3,4,2,18,2,3,18,15,14,12
35,Não,Não,Pesquisa & Desenvolvimento,8,4,Ciências da vida,1630,3,F,3,2,Representante de saúde,3,Casado,4148,1,Não,12,3,4,1,15,5,3,14,11,2,9
37,Não,Raramente,Pesquisa & Desenvolvimento,19,3,Ciências da vida,1631,3,M,3,2,Diretor de manufatura,3,Casado,5768,3,Não,17,3,1,3,9,2,2,4,3,0,2
39,Não,Frequentemente,Pesquisa & Desenvolvimento,4,3,Medicina,1633,1,F,3,2,Diretor de manufatura,3,Solteiro,5042,0,Não,13,3,4,0,10,2,1,9,2,3,8
45,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Outro,1635,4,F,2,2,Diretor de manufatura,4,Divorciado,5770,1,Não,19,3,1,2,10,3,3,10,7,3,9
38,Não,Raramente,Pesquisa & Desenvolvimento,2,2,Medicina,1638,4,F,2,3,Diretor de manufatura,3,Casado,7756,3,Sim,19,3,4,1,10,6,4,5,4,0,2
35,Sim,Raramente,Vendas,10,3,Medicina,1639,4,M,2,3,Executivo de vendas,1,Casado,10306,9,Não,17,3,3,0,15,3,3,13,12,6,0
37,Não,Raramente,Pesquisa & Desenvolvimento,10,3,Medicina,1640,2,F,3,1,Pesquisador,2,Casado,3936,1,Não,11,3,1,1,8,2,1,8,4,7,7
40,Não,Raramente,Pesquisa & Desenvolvimento,16,3,Ciências da vida,1641,3,F,3,3,Diretor de manufatura,4,Solteiro,7945,6,Sim,15,3,4,0,18,2,2,4,2,3,3
44,Não,Frequentemente,Recursos humanos,1,5,Recursos humanos,1642,1,M,3,2,Recursos humanos,4,Casado,5743,4,Sim,11,3,3,0,14,3,3,10,7,0,2
48,Não,Frequentemente,Pesquisa & Desenvolvimento,4,5,Medicina,1644,3,M,2,4,Gerente,4,Casado,15202,2,Não,25,4,2,1,23,3,3,2,2,2,2
35,Sim,Raramente,Vendas,15,2,Medicina,1645,1,M,1,2,Executivo de vendas,4,Divorciado,5440,6,Sim,14,3,4,2,7,2,2,2,2,2,2
24,Não,Frequentemente,Pesquisa & Desenvolvimento,2,1,Curso técnico,1646,1,F,3,1,Pesquisador,4,Solteiro,3760,1,Sim,13,3,3,0,6,2,3,6,3,1,3
27,Não,Raramente,Pesquisa & Desenvolvimento,8,3,Medicina,1647,2,F,4,1,Pesquisador,3,Casado,3517,7,Não,17,3,1,0,5,0,3,3,2,0,2
27,Não,Frequentemente,Pesquisa & Desenvolvimento,2,3,Medicina,1648,4,M,3,1,Pesquisador,4,Solteiro,2580,2,Não,13,3,3,0,6,0,2,4,2,1,2
40,Sim,Raramente,Pesquisa & Desenvolvimento,7,3,Ciências da vida,1649,1,M,3,1,Técnico de laboratório,1,Solteiro,2166,3,Sim,14,3,2,0,10,3,1,4,2,0,3
29,Não,Raramente,Vendas,10,3,Medicina,1650,3,M,2,2,Executivo de vendas,3,Solteiro,5869,9,Não,11,3,3,0,8,2,3,5,2,1,4
36,Não,Raramente,Pesquisa & Desenvolvimento,5,4,Ciências da vida,1651,2,F,3,3,Representante de saúde,1,Casado,8008,4,Não,12,3,3,2,9,6,3,3,2,0,2
25,Não,Frequentemente,Pesquisa & Desenvolvimento,2,1,Ciências da vida,1653,4,M,4,2,Diretor de manufatura,3,Divorciado,5206,1,Não,17,3,3,2,7,6,3,7,7,0,7
39,Não,Raramente,Pesquisa & Desenvolvimento,12,3,Medicina,1654,4,M,3,2,Diretor de manufatura,2,Casado,5295,4,Não,21,4,3,0,7,3,3,5,4,1,0
49,Não,Raramente,Pesquisa & Desenvolvimento,22,4,Outro,1655,1,F,3,4,Diretor de pesquisa,2,Casado,16413,3,Não,16,3,2,2,27,2,3,4,2,1,2
50,Não,Raramente,Pesquisa & Desenvolvimento,17,5,Ciências da vida,1656,4,F,2,3,Diretor de pesquisa,1,Divorciado,13269,5,Não,15,3,3,3,19,3,3,14,11,1,11
20,Não,Raramente,Vendas,2,3,Medicina,1657,3,F,3,1,Representante de vendas,3,Solteiro,2783,1,Não,19,3,1,0,2,3,3,2,2,2,2
34,Não,Raramente,Pesquisa & Desenvolvimento,3,3,Ciências da vida,1658,4,F,3,2,Pesquisador,2,Divorciado,5433,1,Não,12,3,3,1,11,2,3,11,8,7,9
36,Não,Raramente,Pesquisa & Desenvolvimento,7,3,Ciências da vida,1659,1,M,3,1,Técnico de laboratório,2,Solteiro,2013,2,Não,11,3,3,0,15,4,3,4,3,1,3
49,Não,Raramente,Pesquisa & Desenvolvimento,6,1,Ciências da vida,1661,3,F,2,4,Representante de saúde,3,Casado,13966,2,Sim,19,3,2,1,30,3,3,15,11,2,12
36,Não,Não,Pesquisa & Desenvolvimento,1,4,Medicina,1662,4,F,2,2,Diretor de manufatura,3,Casado,4374,0,Não,15,3,3,0,4,6,3,3,2,1,2
36,Não,Raramente,Pesquisa & Desenvolvimento,3,2,Ciências da vida,1664,4,M,4,2,Representante de saúde,1,Divorciado,6842,6,Não,20,4,1,1,13,3,3,5,4,0,4
54,Não,Raramente,Pesquisa & Desenvolvimento,22,5,Medicina,1665,2,F,3,4,Gerente,3,Casado,17426,3,Não,25,4,3,1,36,6,3,10,8,4,7
43,Não,Raramente,Pesquisa & Desenvolvimento,15,2,Ciências da vida,1666,3,M,2,4,Diretor de pesquisa,3,Casado,17603,1,Não,24,4,1,1,14,3,3,14,10,6,11
35,Sim,Frequentemente,Vendas,12,4,Outro,1667,4,M,3,2,Executivo de vendas,4,Solteiro,4581,3,Sim,24,4,1,0,13,2,4,11,9,6,7
38,Não,Frequentemente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1668,4,M,3,2,Pesquisador,4,Casado,4735,7,Não,15,3,4,2,19,4,4,13,11,2,9
29,Não,Raramente,Vendas,5,3,Medicina,1669,1,M,2,2,Executivo de vendas,2,Divorciado,4187,1,Sim,13,3,2,1,10,3,2,10,0,0,9
33,Não,Raramente,Vendas,2,4,Medicina,1670,4,M,3,2,Executivo de vendas,4,Divorciado,5505,1,Não,14,3,3,2,6,5,3,6,2,0,4
32,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Medicina,1671,4,M,3,2,Pesquisador,2,Divorciado,5470,0,Não,13,3,3,2,10,4,2,9,5,1,6
31,Não,Raramente,Vendas,5,4,Ciências da vida,1673,1,F,3,2,Executivo de vendas,4,Casado,5476,1,Não,11,3,1,2,10,2,3,10,0,0,2
49,Não,Raramente,Pesquisa & Desenvolvimento,16,3,Medicina,1674,4,F,3,1,Técnico de laboratório,1,Divorciado,2587,4,Sim,16,3,2,1,17,2,2,2,2,2,2
38,Não,Frequentemente,Pesquisa & Desenvolvimento,2,3,Medicina,1675,4,F,2,1,Técnico de laboratório,2,Solteiro,2440,1,Não,22,4,2,0,4,3,3,4,3,3,3
47,Não,Raramente,Vendas,2,4,Ciências da vida,1676,2,F,4,4,Gerente,2,Divorciado,15972,6,Não,14,3,3,3,29,2,3,3,2,1,2
49,Não,Raramente,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1677,3,M,3,4,Gerente,3,Solteiro,15379,4,Não,14,3,1,0,23,2,3,8,7,0,0
41,Não,Raramente,Vendas,23,2,Ciências da vida,1678,4,M,3,3,Executivo de vendas,3,Solteiro,7082,3,Sim,16,3,4,0,21,2,3,2,0,0,2
20,Não,Raramente,Vendas,9,1,Ciências da vida,1680,4,M,3,1,Representante de vendas,1,Solteiro,2728,1,Não,11,3,1,0,2,3,3,2,2,0,2
33,Não,Não,Vendas,16,3,Ciências da vida,1681,3,F,3,2,Executivo de vendas,4,Divorciado,5368,1,Sim,25,4,3,1,7,2,3,6,5,1,2
36,Não,Raramente,Pesquisa & Desenvolvimento,26,4,Ciências da vida,1682,1,M,3,2,Representante de saúde,3,Casado,5347,6,Não,14,3,2,2,10,2,2,3,2,0,2
44,Não,Raramente,Recursos humanos,1,3,Ciências da vida,1683,3,F,3,1,Recursos humanos,4,Divorciado,3195,4,Sim,18,3,1,3,8,2,3,2,2,2,2
23,Sim,Raramente,Pesquisa & Desenvolvimento,8,1,Medicina,1684,4,M,2,1,Técnico de laboratório,3,Solteiro,3989,1,Sim,11,3,1,0,5,2,3,5,4,1,2
38,Não,Raramente,Pesquisa & Desenvolvimento,4,2,Medicina,1687,4,F,3,1,Técnico de laboratório,3,Casado,3306,7,Não,19,3,4,1,7,5,2,0,0,0,0
53,Não,Raramente,Pesquisa & Desenvolvimento,24,4,Medicina,1689,2,M,4,3,Representante de saúde,4,Casado,7005,3,Não,15,3,3,0,11,2,3,4,3,1,2
48,Sim,Frequentemente,Vendas,7,2,Medicina,1691,4,F,3,1,Representante de vendas,3,Casado,2655,2,Sim,11,3,3,2,19,3,3,9,7,7,7
32,Sim,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,1692,4,M,3,1,Técnico de laboratório,2,Solteiro,1393,1,Não,12,3,1,0,1,2,3,1,0,0,0
26,Não,Não,Pesquisa & Desenvolvimento,7,3,Medicina,1693,4,M,3,1,Técnico de laboratório,4,Solteiro,2570,1,Não,20,4,3,0,7,5,3,7,7,5,7
55,Não,Raramente,Pesquisa & Desenvolvimento,22,3,Curso técnico,1694,1,M,2,1,Pesquisador,2,Divorciado,3537,5,Não,12,3,4,1,8,1,3,4,2,1,2
34,Não,Raramente,Pesquisa & Desenvolvimento,5,2,Medicina,1696,2,M,2,2,Técnico de laboratório,4,Casado,3986,1,Não,14,3,3,1,15,3,4,15,10,4,13
60,Não,Raramente,Pesquisa & Desenvolvimento,1,4,Medicina,1697,3,M,1,3,Representante de saúde,4,Divorciado,10883,3,Não,20,4,3,1,19,2,4,1,0,0,0
33,Não,Raramente,Pesquisa & Desenvolvimento,21,3,Medicina,1698,2,M,4,1,Técnico de laboratório,2,Casado,2028,1,Não,18,3,4,3,14,6,3,14,11,2,13
37,Não,Frequentemente,Vendas,1,4,Medicina,1700,3,M,1,2,Executivo de vendas,4,Divorciado,9525,1,Não,14,3,3,2,6,2,2,6,3,1,3
34,Não,Raramente,Pesquisa & Desenvolvimento,19,3,Ciências da vida,1701,2,F,2,1,Pesquisador,4,Casado,2929,1,Não,12,3,2,0,10,3,3,10,9,8,7
23,Sim,Raramente,Vendas,7,3,Ciências da vida,1702,3,M,3,1,Representante de vendas,4,Divorciado,2275,1,Sim,21,4,2,1,3,2,3,3,2,0,2
44,Não,Raramente,Pesquisa & Desenvolvimento,2,3,Ciências da vida,1703,3,F,4,3,Representante de saúde,4,Casado,7879,1,Sim,19,3,2,1,9,2,3,8,7,6,7
35,Não,Frequentemente,Pesquisa & Desenvolvimento,2,4,Medicina,1704,1,M,2,1,Pesquisador,4,Solteiro,4930,0,Sim,14,3,3,0,6,2,4,5,4,1,4
43,Não,Raramente,Vendas,2,3,Medicina,1706,4,M,3,2,Executivo de vendas,4,Casado,7847,1,Sim,17,3,1,1,10,3,3,10,9,8,8
24,Não,Raramente,Pesquisa & Desenvolvimento,9,3,Medicina,1707,3,M,4,1,Pesquisador,3,Casado,4401,1,Não,16,3,4,1,5,1,3,5,3,0,4
41,Não,Raramente,Vendas,6,3,Marketing,1708,4,M,3,3,Executivo de vendas,3,Solteiro,9241,1,Não,12,3,2,0,10,3,3,10,8,8,7
29,Não,Raramente,Pesquisa & Desenvolvimento,9,4,Medicina,1709,4,F,3,1,Técnico de laboratório,3,Casado,2974,9,Não,17,3,3,1,9,2,3,5,3,1,2
36,Não,Raramente,Vendas,2,4,Ciências da vida,1710,3,F,3,2,Representante de vendas,4,Solteiro,4502,3,Não,15,3,3,0,17,2,2,13,7,6,7
45,Não,Não,Pesquisa & Desenvolvimento,1,1,Ciências da vida,1712,3,M,2,3,Representante de saúde,3,Casado,10748,3,Não,23,4,4,1,25,3,2,23,15,14,4
24,Sim,Raramente,Recursos humanos,22,1,Recursos humanos,1714,4,M,1,1,Recursos humanos,3,Casado,1555,1,Não,11,3,3,1,1,2,3,1,0,0,0
47,Sim,Frequentemente,Vendas,9,3,Ciências da vida,1716,3,M,1,4,Executivo de vendas,3,Casado,12936,7,Não,11,3,3,0,25,3,1,23,5,14,10
26,Não,Raramente,Pesquisa & Desenvolvimento,17,4,Medicina,1718,4,M,1,1,Técnico de laboratório,3,Casado,2305,1,Não,15,3,3,3,3,3,4,3,2,0,2
45,Não,Raramente,Pesquisa & Desenvolvimento,28,2,Curso técnico,1719,4,F,2,4,Diretor de pesquisa,2,Solteiro,16704,1,Não,11,3,3,0,21,2,3,21,6,8,6
32,Não,Frequentemente,Pesquisa & Desenvolvimento,10,3,Ciências da vida,1720,1,M,3,1,Pesquisador,3,Casado,3433,6,Não,13,3,1,1,10,3,2,5,2,1,3
31,Não,Raramente,Pesquisa & Desenvolvimento,2,4,Ciências da vida,1721,2,M,3,1,Técnico de laboratório,3,Casado,3477,1,Não,14,3,4,1,6,2,4,5,2,0,3
41,Não,Não,Recursos humanos,4,3,Recursos humanos,1722,3,M,1,2,Recursos humanos,2,Casado,6430,6,Não,19,3,2,1,10,4,3,3,2,1,2
40,Não,Raramente,Pesquisa & Desenvolvimento,8,2,Ciências da vida,1724,2,F,3,2,Diretor de manufatura,1,Casado,6516,2,Sim,16,3,2,1,18,3,3,1,0,0,0
24,Não,Raramente,Pesquisa & Desenvolvimento,29,1,Medicina,1725,2,M,3,1,Técnico de laboratório,1,Divorciado,3907,1,Não,13,3,2,3,6,2,4,6,2,1,2
46,Não,Raramente,Pesquisa & Desenvolvimento,13,4,Ciências da vida,1727,3,M,3,2,Representante de saúde,2,Solteiro,5562,6,Não,14,3,4,0,19,3,3,10,7,0,9
35,Não,Raramente,Pesquisa & Desenvolvimento,27,4,Ciências da vida,1728,4,M,3,2,Diretor de manufatura,3,Casado,6883,2,Não,16,3,2,1,17,3,3,7,7,0,7
30,Não,Raramente,Pesquisa & Desenvolvimento,16,1,Ciências da vida,1729,2,M,3,1,Pesquisador,4,Casado,2862,1,Não,12,3,2,1,10,2,2,10,0,0,8
47,Não,Não,Vendas,2,4,Marketing,1731,3,M,3,2,Executivo de vendas,2,Casado,4978,7,Não,11,3,4,1,4,3,1,1,0,0,0
46,Não,Raramente,Vendas,2,3,Ciências da vida,1732,3,M,3,3,Executivo de vendas,4,Divorciado,10368,4,Sim,12,3,2,1,13,5,2,10,6,0,3
36,Sim,Raramente,Vendas,13,5,Marketing,1733,2,M,2,2,Executivo de vendas,1,Divorciado,6134,5,Sim,13,3,2,3,16,3,3,2,2,2,2
32,Sim,Raramente,Vendas,1,2,Ciências da vida,1734,1,M,1,2,Executivo de vendas,2,Solteiro,6735,6,Não,15,3,2,0,10,2,3,0,0,0,0
23,Não,Raramente,Pesquisa & Desenvolvimento,4,1,Medicina,1735,3,F,3,1,Técnico de laboratório,2,Solteiro,3295,1,Não,13,3,3,0,3,3,1,3,2,1,2
31,Não,Frequentemente,Pesquisa & Desenvolvimento,24,1,Curso técnico,1736,4,F,3,2,Diretor de manufatura,4,Solteiro,5238,2,Não,20,4,4,0,9,3,2,5,4,1,4
39,Não,Não,Pesquisa & Desenvolvimento,1,3,Ciências da vida,1737,4,M,3,2,Técnico de laboratório,4,Casado,6472,1,Sim,15,3,4,1,9,2,3,9,8,5,8
32,Não,Raramente,Vendas,19,3,Ciências da vida,1739,4,M,1,3,Executivo de vendas,3,Casado,9610,3,Não,13,3,3,1,10,2,1,4,3,0,2
40,Não,Raramente,Vendas,7,4,Medicina,1740,2,M,3,5,Gerente,2,Solteiro,19833,1,Não,14,3,2,0,21,3,2,21,8,12,8
45,Não,Raramente,Recursos humanos,4,3,Ciências da vida,1744,3,F,1,3,Recursos humanos,3,Casado,9756,4,Não,21,4,3,2,9,2,4,5,0,0,3
30,Não,Frequentemente,Pesquisa & Desenvolvimento,2,4,Curso técnico,1745,4,F,2,1,Pesquisador,1,Solteiro,4968,0,Não,16,3,4,0,10,2,3,9,7,0,7
24,Não,Frequentemente,Recursos humanos,10,3,Medicina,1746,1,M,3,1,Recursos humanos,4,Casado,2145,0,Não,14,3,4,1,3,2,3,2,2,2,1
30,Sim,Frequentemente,Recursos humanos,8,3,Recursos humanos,1747,3,F,2,1,Recursos humanos,4,Divorciado,2180,6,Não,11,3,3,1,6,0,2,4,2,1,2
31,Não,Raramente,Vendas,5,3,Curso técnico,1749,1,M,3,2,Executivo de vendas,3,Casado,8346,1,Não,19,3,3,1,6,3,3,5,2,0,2
27,Não,Raramente,Pesquisa & Desenvolvimento,8,3,Medicina,1751,3,F,3,1,Pesquisador,4,Solteiro,3445,1,Não,11,3,3,0,6,5,2,6,2,1,4
29,Sim,Raramente,Vendas,9,3,Marketing,1752,2,F,1,1,Representante de vendas,2,Solteiro,2760,1,Não,13,3,3,0,2,3,3,2,2,2,2
